,sentence1,sentence2,similarity_score
3296,"['withdrawal', 'country', 'inevitable', 'happen', 'today', 'tomorrow', 'tomorrow', 'come', 'soon']","['withdrawal', 'country', 'inevitable', 'happen', 'today', 'tomorrow', 'add', 'voice', 'sign', 'give', 'date', 'mid', 'september']",3.5
3297,"['accord', 'news', 'release', 'send', 'merry', 'schindler', 'schiavo', 'foundation', 'florida', 'speaker', 'johnnie', 'word', 'introduce', 'ferri', 'special', 'session', 'monday']","['florida', 'speaker', 'house', 'johnnie', 'word', 'expect', 'introduce', 'ferri', 'day', 'special', 'session', 'state', 'legislature', 'hold', 'today', 'tallahassee']",3.75
3298,"['business', 'utah', 'volunteer', 'display', 'amber', 'alert', 'sign']","['business', 'volunteer', 'alert', 'electronic', 'sign', 'billboard']",3.75
3299,"['thank', 'neuro', 'rise', 'japanese', 'currency', 'dollar', 'man', 'overnight', 'month', 'low', 'man']","['neuro', 'rise', 'man', 'speculation', 'japanese', 'intervention', 'help', 'dollar', 'firm', 'man', 'month', 'low', 'man', 'hit', 'thursday']",4.25
3300,"['russian', 'stock', 'fall', 'arrest', 'saturday', 'mikhail', 'khodorkovsky', 'chief', 'executive', 'dukes', 'oil', 'charge', 'fraud', 'tax', 'invasion']","['weekend', 'arrest', 'russia', 'rich', 'man', 'mikhail', 'khodorkovsky', 'chief', 'executive', 'oil', 'major', 'yuko', 'charge', 'fraud', 'tax', 'invasion', 'unnerve', 'financial', 'market']",4.0
3301,"['year', 'expect', 'sale', 'million', 'profit', 'cent', 'share', 'continue', 'operation']","['increase', 'million', 'cent', 'share', 'previously', 'forecast']",0.75
3302,"['hughes', 'refuse', 'retire', 'hernandez', 'complain', 'equal', 'employment', 'opportunity', 'commission']","['hernandez', 'file', 'equal', 'employment', 'opportunity', 'commission', 'complaint', 'sue']",3.400000095367432
3303,"['dewhurst', 'proposal', 'call', 'abrupt', 'end', 'controversial', 'robin', 'good', 'plan', 'school', 'finance']","['committee', 'propose', 'replacement', 'robin', 'good', 'school', 'finance', 'system']",2.5999999046325684
3304,"['country', 'private', 'creditor', 'owe', 'billion', 'addition']","['country', 'owe', 'billion', 'billion']",3.400000095367432
3305,"['telemarketer', 'number', 'list', 'act', 'face', 'fine']","['law', 'telemarketer', 'number', 'list', 'fine', 'violation']",3.5999999046325684
3306,"['explain', 'find', 'antetonitrus', 'come', 'post', 'doctor', 'research', 'assistant', 'england', 'university', 'bristol']","['explain', 'find', 'antetonitrus', 'come', 'post', 'doctor', 'research', 'assistant', 'bristol', 'university', 'britain']",5.0
3307,"['air', 'canada', 'large', 'airline', 'canada', 'world', 'court', 'protection', 'creditor', 'april']","['airline', 'world', 'air', 'canada', 'court', 'protection', 'creditor', 'april']",4.25
3308,"['jury', 'find', 'gonzale', 'guilty', 'excessive', 'force', 'rouse', 'vera', 'carrera', 'pepper', 'spray']","['gonzales', 'find', 'guilty', 'excessive', 'force', 'spray', 'vera', 'pepper', 'spray']",4.25
3309,"['body', 'dead', 'pull', 'train', 'lay', 'track', 'emergency', 'service', 'bring', 'wooden', 'coffin']","['body', 'dead', 'pull', 'partially', 'detailed', 'train', 'lay', 'track', 'await', 'identification']",3.25
3310,"['earner', 'say', 'self', 'proclaim', 'mayor', 'baghdad', 'mohammed', 'chosen', 'al', 'zubaidi', 'release', 'day', 'coalition', 'custody']","['earner', 'say', 'self', 'proclaim', 'baghdad', 'mayor', 'mohammed', 'chosen', 'zubaidi', 'release', 'hour', 'detention', 'late', 'april']",4.25
3311,"['union', 'company', 'executive', 'engage', 'widespread', 'evasive', 'fraud', 'prosecution', 'samuel', 'quell', 'tell', 'associated', 'dress']","['union', 'company', 'executive', 'engage', 'widespread', 'evasive', 'fraud', 'manipulate', 'company', 'earning', 'result', 'quell', 'say']",3.75
3312,"['customer', 'pay', 'entrance', 'fee', 'sms', 'device', 'client', 'access', 'license']","['detail', 'prick', 'sms', 'device', 'client', 'access', 'license']",4.333000183105469
3313,"['result', 'original', 'peoples', 'survey', 'release', 'yesterday', 'statistics', 'canada', 'suggest', 'living', 'standard', 'improve', 'law', 'reserve']","['original', 'peoples', 'survey', 'release', 'wednesday', 'statistics', 'canada', 'say', 'living', 'standard', 'improve', 'law', 'suit', 'leave', 'impoverished', 'reserve']",3.908999919891357
3314,"['recent', 'turnaround', 'stock', 'market', 'easing', 'unemployment', 'claim', 'consumer', 'expectation', 'current', 'level', 'signal', 'favorable', 'economic', 'time', 'ahead']","['recent', 'turnaround', 'stock', 'market', 'easing', 'unemployment', 'claim', 'signal', 'favorable', 'economic', 'time', 'ahead', 'say']",3.933000087738037
3315,"['day', 'trading', 'lackluster', 'standard', 'door', 'index', 'prepare', 'close', 'good', 'month', 'period', 'fourth', 'quarter']","['standard', 'door', 'stock', 'index', 'end', 'quarter', 'point', 'gain', 'percent', 'good', 'performance', 'broad', 'market', 'benchmark']",3.75
3316,"['ona', 'explicitly', 'state', 'receive', 'intelligence', 'material', 'indicate', 'jemaah', 'islamiyah', 'terrorist', 'network', 'plan', 'mount', 'operation', 'ali']","['stage', 'ona', 'receive', 'intelligence', 'material', 'indicate', 'jemaah', 'islamiyah', 'plan', 'mount', 'operation', 'ali']",4.25
3317,"['report', 'deny', 'interior', 'minister', 'prince', 'layer']","['maude', 'interior', 'minister', 'prince', 'layer', 'deny', 'report']",4.25
3318,"['bryant', 'previously', 'say', 'like', 'great', 'impact', 'demand', 'official', 'expect']","['chief', 'financial', 'officer', 'andy', 'bryant', 'say', 'like', 'great', 'affect', 'volume', 'official', 'expect']",3.5
3319,"['judge', 'follette', 'reduce', 'punishment', 'life', 'prison', 'parole', 'muhammad', 'formally', 'sentence', 'web', 'virginia', 'judge', 'rarely', 'action']","['judge', 'reduce', 'punishment', 'life', 'prison', 'parole', 'expert', 'virginia', 'judge', 'rarely', 'opportunity']",3.25
3320,"['spokesman', 'strong', 'memorial', 'hospital', 'say', 'loud', 'satisfactory', 'condition', 'tuesday', 'night']","['spokesman', 'strong', 'memorial', 'hospital', 'say', 'loud', 'evaluation', 'tuesday', 'evening', 'emergency', 'room']",3.0
3321,"['rent', 'harsh', 'face', 'multiple', 'count', 'burial', 'service', 'fraud', 'make', 'false', 'statement', 'abuse', 'dead', 'body', 'theft']","['rent', 'harsh', 'face', 'charge', 'abuse', 'body', 'theft']",3.799999952316284
3322,"['college', 'president', 'paul', 'pribbenow', 'tell', 'wrap', 'speech']","['edge', 'microphone', 'plug', 'second', 'time', 'pribbenow', 'tell', 'wrap', 'speech']",3.400000095367432
3323,"['month', 'period', 'end', 'june', 'high', 'speed', 'line', 'instal', 'home', 'business', 'increase', 'percent']","['year', 'period', 'end', 'june', 'high', 'speed', 'line', 'increase', 'percent']",3.857000112533569
3324,"['sick', 'lemons', 'brief', 'troubled', 'missouri', 'basketball', 'career']","['missouri', 'kick', 'sick', 'lemons', 'team', 'end', 'troubled', 'career']",4.0
3325,"['military', 'official', 'motor', 'wash', 'helicopter', 'blow', 'banner']","['official', 'say', 'downward', 'motor', 'wash', 'generate', 'cover', 'helicopter', 'strip', 'flag', 'tower']",3.400000095367432
3326,"['settlement', 'take', 'effect', 'week', 'reach', 'month', 'take', 'helm', 'nation', 'fourth', 'large', 'archdiocese']","['million', 'agreement', 'reach', 'september', 'month', 'archbishop', 'mean', 'take', 'leader', 'nation', 'fourth', 'large', 'diese']",3.0
3327,"['capitol', 'evacuate', 'yesterday', 'authority', 'detect', 'possibly', 'hazardous', 'material', 'basement', 'senate', 'wing', 'capitol', 'police', 'say']","['capitol', 'police', 'evacuate', 'capitol', 'yesterday', 'senior', 'detect', 'possible', 'biohazard', 'senate', 'wing', 'authority', 'later', 'say', 'false', 'alarm']",3.200000047683716
3328,"['president', 'give', 'numerous', 'speech', 'compensation', 'say', 'spokesman', 'penned']","['spokesman', 'penned', 'say', 'president', 'give', 'speech', 'compensation']",3.5999999046325684
3329,"['broad', 'standard', 'door', 'index', 'point', 'percent']","['standard', 'door', 'stock', 'index', 'future', 'june', 'point', 'nasdaq', 'future', 'point']",1.600000023841858
3330,"['rubbed', 'project', 'matter', 'sinus', 'base', 'desktop', 'promote', 'run', 'secure', 'expensive', 'alternative', 'windows']","['design', 'compete', 'microsoft', 'project', 'matter', 'position', 'run', 'cheap', 'secure', 'alternative', 'desktop', 'operating', 'system', 'microsoft', 'desktop', 'offering']",3.799999952316284
3331,"['key', 'figure', 'state', 'treasurer', 'paul', 'silvester', 'bribery', 'scheme', 'accuse', 'wednesday', 'change', 'story', 'silvester', 'alleged', 'corrupt', 'dealing', 'boston', 'investment', 'firm']","['key', 'player', 'state', 'treasurer', 'paul', 'silvester', 'corruption', 'scheme', 'testify', 'tuesday', 'kickback', 'bribe', 'silvester', 'trade', 'state', 'business']",2.0
3332,"['mission', 'capps', 'system', 'aviation', 'security', 'say', 'administration', 'copeland', 'security', 'department']","['mission', 'capps', 'system', 'aviation', 'security', 'say']",3.5999999046325684
3333,"['woman', 'speak', 'lawyer', 'john', 'speranza', 'say', 'client', 'wake', 'day', 'intending', 'hurt']","['woman', 'wake', 'day', 'intending', 'hurt', 'defense', 'attorney', 'john', 'speranza', 'say']",4.5
3334,"['believe', 'necessary', 'division', 'confirmation', 'fight', 'supreme', 'court', 'appointment', 'daschle', 'write']","['believe', 'necessary', 'division', 'confirmation', 'fight', 'daschle', 'south', 'dakota', 'write', 'republican', 'president']",4.0
3335,"['yahoo', 'account', 'bsd', 'site', 'ntt', 'period', 'infospace', 'survey', 'find']","['service', 'company', 'ntt', 'period', 'infospace', 'survey', 'find']",3.0
3336,"['late', 'level', 'scuffle', 'cnn', 'petya', 'leave', 'post', 'general', 'manager', 'programming', 'network', 'announce']","['cnn', 'late', 'rejuvenated', 'rating', 'network', 'dust', 'petya', 'general', 'manager', 'programming']",3.7690000534057617
3337,"['suspect', 'key', 'figure', 'jemaah', 'islamiyah', 'al', 'link', 'terror', 'group', 'blame', 'coming']","['samudra', 'suspect', 'key', 'figure', 'al', 'say', 'link', 'terror', 'group', 'jemaah', 'islamiyah', 'blame', 'carry', 'coming']",3.400000095367432
3338,"['firefighter', 'mosque', 'today', 'albuquerque', 'fire', 'chief', 'robert', 'ortega', 'say']","['second', 'away', 'have', 'happen', 'albuquerque', 'fire', 'chief', 'robert', 'ortega', 'say']",1.7999999523162842
3339,"['issue', 'resolve', 'darling', 'president', 'david', 'samson', 'say', 'club', 'spokesman']","['darling', 'say', 'issue', 'resolve']",3.0
3340,"['china', 'health', 'ministry', 'say', 'people', 'die', 'war', 'infect']","['monday', 'china', 'say', 'people', 'die', 'sars', 'infect', 'virus']",3.0
3341,"['share', 'mcdonald', 'rise', 'percent', 'close', 'day', 'high']","['mcdonald', 'share', 'rise', 'close', 'friday', 'new', 'work', 'stock', 'exchange']",4.25
3342,"['say', 'fda', 'hope', 'congress', 'court', 'bring', 'clarity', 'situation', 'financial', 'relief', 'consumer']","['say', 'fda', 'hope', 'congress', 'court', 'bring', 'clarity', 'situation', 'financial', 'relief', 'consumer', 'election']",4.0
3343,"['rest', 'young', 'admit', 'wrongdoing', 'settlement']","['rest', 'young', 'spokesman', 'kenneth', 'corrigan', 'say', 'firm', 'admit', 'wrongdoing']",4.0
3344,"['witness', 'year', 'old', 'kosovan', 'parking', 'attendant', 'criminal', 'conviction', 'dishonesty', 'pay', 'news', 'world']","['witness', 'year', 'old', 'kosovan', 'parking', 'attendant', 'pay', 'news', 'world', 'court', 'hear']",3.625
3345,"['difference', 'grassley', 'thomas', 'energy', 'dedicate', 'point', 'member', 'angry', 'personal', 'relationship', 'embarrass', 'party']","['difference', 'energy', 'dedicate', 'point', 'member', 'embarrassing', 'party']",3.5
3346,"['wound', 'security', 'guard', 'flee', 'stab', 'passer', 'run', 'promenade']","['stab', 'passer', 'flee', 'promenade', 'mediterranean', 'tea']",3.200000047683716
3347,"['colleague', 'attribute', 'communication', 'gap', 'doctor', 'feel', 'press', 'time']","['attribute', 'communication', 'gap', 'doctor', 'feel', 'press', 'time', 'patient', 'cite', 'discomfort', 'discuss', 'financial', 'issue']",3.400000095367432
3348,"['state', 'police', 'say', 'worker', 'wrap', 'immediately', 'garage', 'collapse']","['people', 'believe', 'wrap', 'inside', 'initially', 'state', 'police', 'say']",4.0
3349,"['angeles', 'bulk', 'monster', 'box', 'office', 'debut', 'weekend', 'take', 'june', 'opening', 'record', 'million']","['bulk', 'take', 'million', 'box', 'office', 'monster', 'opening', 'new', 'june', 'record']",4.800000190734863
3350,"['congratulation', 'name', 'time', 'magazine', 'person', 'dear']","['time', 'magazine', 'name', 'american', 'soldier', 'person', 'dear']",2.400000095367432
3351,"['indictment', 'say', 'attend', 'important', 'meeting', 'plan', 'attack', 'recruit', 'fellow', 'comber', 'coordinate', 'operation']","['samudra', 'present', 'bangkok', 'indictment', 'say', 'attend', 'series', 'meeting', 'attack', 'recruit', 'fellow', 'comber', 'coordinate', 'operation']",3.200000047683716
3352,"['microsoft', 'opportunity', 'comment', 'remedy', 'propose', 'commission']","['thing', 'microsoft', 'comment', 'propose', 'remedy', 'response']",4.199999809265137
3353,"['texans', 'saddle', 'skyrocket', 'homeowner', 'premium', 'finally', 'get', 'relief']","['relief', 'sight', 'texans', 'saddle', 'skyrocket', 'homeowner', 'insurance', 'premium']",5.0
3354,"['democrats', 'vie', 'succeed', 'jacques', 'qualify', 'web', 'primary', 'ballot']","['democrats', 'republicans', 'run', 'seat', 'qualify', 'web', 'primary', 'ballot']",3.400000095367432
3355,"['halliburton', 'tuesday', 'reiterate', 'contention', 'kbr', 'deliver', 'fuel', 'ran', 'good', 'value', 'good', 'price', 'good', 'term']","['believe', 'kbr', 'deliver', 'fuel', 'ran', 'good', 'value', 'good', 'price', 'good', 'term', 'halliburton', 'spokesman', 'end', 'say']",4.0
3356,"['lucia', 'battle', 'cleveland', 'tell', 'police', 'drop', 'purse', 'leave', 'quick', 'shop', 'good', 'week', 'buy', 'ticket']","['lucia', 'battle', 'drop', 'purse', 'buy', 'began', 'millions', 'pottery', 'ticket', 'week', 'believe', 'ticket', 'blow', 'away']",3.3329999446868896
3357,"['customer', 'include', 'mitsubishi', 'niemen', 'dbtel', 'calm', 'philip', 'sharp', 'bony']","['medial', 'customer', 'include', 'major', 'hand', 'maker', 'mitsubishi', 'niemen', 'calm', 'sharp', 'philip', 'bony']",3.200000047683716
3358,"['cleveland', 'cavaliers', 'win', 'right', 'draft', 'james', 'win', 'nba', 'annual', 'lottery', 'thursday', 'night']","['case', 'thursday', 'night', 'cleveland', 'cavaliers', 'win', 'neuron', 'james', 'pottery', 'know', 'nba', 'draft', 'lottery']",4.0
3359,"['worker', 'research', 'find', 'short', 'worker', 'bad', 'hearing', 'expect', 'age']","['short', 'worker', 'bad', 'hearing', 'expect', 'age', 'time', 'tall', 'worker', 'write', 'barrenas']",3.799999952316284
3360,"['olin', 'specify', 'system', 'centre', 'investigation']","['olaf', 'belgian', 'prospector', 'specify', 'system', 'centre', 'investigation']",2.200000047683716
3361,"['sale', 'entertainment', 'torment', 'limit', 'united', 'states', 'canada']","['computer', 'currently', 'sell', 'canada', 'united', 'states']",3.75
3362,"['calmer', 'vocal', 'past', 'warning', 'sinus', 'threat', 'microsoft']","['meme', 'calmer', 'reiterate', 'open', 'source', 'threat', 'microsoft']",3.0
3363,"['broad', 'standard', 'door', 'stock', 'index', 'point', 'cent']","['standard', 'door', 'stock', 'index', 'future', 'decline', 'point', 'nasdaq', 'future', 'fall', 'point']",1.25
3364,"['talabani', 'tell', 'governing', 'council', 'need', 'assistance', 'advice', 'implement', 'new', 'decision', 'take']","['talabani', 'tell', 'iraqi', 'leader', 'need', 'assistance', 'advice', 'implement', 'new', 'decision', 'take', 'organize', 'interim', 'iraqi', 'government', 'june']",3.25
3365,"['stanford', 'play', 'south', 'carolina', 'today', 'round', 'game', 'rosenblatt', 'stadium', 'omaha', 'web']","['stanford', 'play', 'south', 'carolina', 'friday', 'opening', 'game', 'double', 'elimination', 'tournament']",3.3329999446868896
3366,"['survey', 'month', 'ago', 'street', 'lead', 'percent', 'percent', 'percent', 'undecided']","['month', 'ago', 'poll', 'lead', 'percent']",2.0
3367,"['broad', 'standard', 'door', 'index', 'advance', 'point', 'percent']","['standard', 'door', 'index', 'gain', 'percent', 'new', 'work']",3.0
3368,"['realize', 'late', 'course', 'potential', 'victim', 'horror', 'movie']","['realize', 'late', 'course', 'potential', 'victim']",3.6670000553131104
3369,"['arthur', 'reason', 'attorney', 'case', 'plaintiff', 'schoolchildren', 'say', 'appeal']","['attorney', 'plaintiff', 'schoolchildren', 'say', 'plan', 'appeal']",3.6670000553131104
3370,"['neuro', 'slip', 'nearly', 'percent', 'watch', 'record', 'peak', 'week', 'hit', 'time', 'high', 'man', 'late']","['neuro', 'slip', 'cent', 'watch', 'record', 'peak', 'near', 'week', 'hit', 'record', 'high', 'man', 'late']",4.333000183105469
3371,"['pennsylvania', 'aggressive', 'treatment', 'program', 'treat', 'inmate']","['texas', 'time', 'michigan', 'inmate', 'population', 'treat', 'infect', 'inmate']",1.3329999446868896
3372,"['teach', 'load', 'nasdaq', 'composite', 'rise', 'point', 'end', 'high', 'level', 'month']","['technology', 'lace', 'nasdaq', 'composite', 'index', 'climb', 'point', 'percent']",2.200000047683716
3373,"['expose', 'feature', 'open', 'window', 'shrink', 'fit', 'screen', 'clear', 'identify']","['expose', 'ex', 'oh', 'feature', 'open', 'window', 'desktop', 'immediately', 'shrink', 'fit', 'screen', 'clear', 'identify']",4.400000095367432
3374,"['instead', 'prospector', 'dismiss', 'charge', 'pucker', 'leave', 'courtroom', 'free', 'man']","['instead', 'leave', 'courtroom', 'free', 'man', 'authority', 'dismiss', 'criminal', 'charge']",3.400000095367432
3375,"['case', 'mentally', 'challenging', 'emotional', 'exhausting', 'say', 'foreman', 'wolfcale', 'year', 'old', 'minister']","['wolfcale', 'jury', 'foreman', 'minister', 'say', 'case', 'mentally', 'challenging', 'emotional', 'exhausting']",4.199999809265137
3376,"['arrive', 'later', 'week', 'state', 'visit', 'president']","['rush', 'arrive', 'tuesday', 'state', 'visit', 'american', 'president']",3.0
3377,"['deal', 'approve', 'company', 'board', 'director', 'expect', 'complete', 'quarter', 'nvidia', 'fiscal', 'quarter']","['acquisition', 'approve', 'company', 'board', 'director', 'expect', 'close', 'quarter', 'year']",3.400000095367432
3378,"['volatile', 'mix', 'drag', 'session', 'day', 'allot', 'rush', 'say', 'senate', 'president', 'king']","['senate', 'support', 'tap', 'noneconomic', 'damage', 'sov', 'web', 'rush', 'propose', 'say', 'senate', 'president', 'king']",2.75
3379,"['police', 'officer', 'involve', 'bust', 'culmination', 'year', 'operation', 'investigation', 'cocaine', 'import', 'money', 'wander', 'gang']","['officer', 'launch', 'london', 'maid', 'final', 'phase', 'year', 'operation', 'investigation', 'cocaine', 'money', 'wandering', 'ring']",4.0
3380,"['strip', 'extraordinary', 'item', 'fourth', 'quarter', 'earning', 'cent', 'share', 'compare', 'cent', 'share', 'prior', 'year']","['earning', 'cent', 'share', 'month', 'end', 'compare', 'cent', 'share', 'year', 'early']",1.0
3381,"['age', 'reach', 'pound', 'difficult', 'decision', 'time', 'try', 'surgery']","['age', 'weigh', 'shopping', 'kg', 'come', 'difficult', 'decision', 'time', 'try', 'surgery']",4.25
3382,"['world', 'end', 'terrorist', 'say']","['hospital', 'treat', 'everybody', 'people', 'world', 'end', 'terrorist']",3.5
3383,"['rates', 'comdex', 'denote', 'time', 'new', 'tablet']","['sunday', 'night', 'comdex', 'time', 'rates', 'denote']",3.066999912261963
3384,"['accord', 'report', 'night', 'allegedly', 'punch', 'parking', 'attendant', 'outside', 'os', 'angeles', 'nightclub']","['arrest', 'week', 'allegedly', 'munch', 'parking', 'attendant', 'outside', 'nightclub']",3.25
3385,"['wait', 'turn', 'rode', 'finger', 'sixth', 'grade', 'washington']","['rode', 'finger', 'sixth', 'grade', 'washington', 'anxiously', 'await', 'turn', 'microphone']",3.75
3386,"['cancer', 'society', 'say', 'study', 'miss']","['american', 'cancer', 'society', 'scientist', 'say', 'study', 'flow', 'way']",2.25
3387,"['hold', 'armstrong', 'county', 'nail']","['later', 'hold', 'bail', 'armstrong', 'county', 'prison', 'today']",2.5
3388,"['mile', 'east', 'tehuacan', 'corn', 'domesticate', 'year', 'ago']","['mile', 'west', 'pyramid', 'teotihuacan', 'corn', 'domesticate', 'year', 'ago']",3.75
3389,"['confusion', 'tap', 'tumultuous', 'week', 'list', 'intend', 'block', 'percent', 'telemarketing', 'call']","['free', 'service', 'originally', 'intend', 'block', 'percent', 'telemarketer', 'call']",3.25
3390,"['strong', 'preference', 'achieve', 'financial', 'restructuring', 'court', 'remain', 'hopeful', 'chief', 'executive', 'parce', 'fuller', 'say']","['strong', 'preference', 'achieve', 'financial', 'restructuring', 'court', 'grant', 'ceo', 'parce', 'fuller', 'say', 'prepared', 'statement', 'early', 'friday']",4.0
3391,"['name', 'complaint', 'chief', 'executive', 'officer', 'paul', 'allaire', 'richard', 'woman', 'cfo', 'carry', 'romeril']","['executive', 'fine', 'include', 'chief', 'executive', 'paul', 'allaire', 'richard', 'woman', 'chief', 'financial', 'officer', 'carry', 'romeril']",3.444000005722046
3392,"['margin', 'manhattan', 'charge', 'sham', 'marriage', 'charge', 'mercury', 'file', 'false', 'instrument']","['margin', 'manhattan', 'charge', 'mercury', 'file', 'false', 'instrument', 'marriage', 'application']",4.599999904632568
3393,"['estimate', 'thursday', 'percent', 'market', 'share', 'europe']","['boston', 'scientific', 'say', 'gain', 'percent', 'coat', 'send', 'market', 'europe']",2.799999952316284
3394,"['senate', 'banking', 'committee', 'schedule', 'hold', 'hearing', 'tuesday', 'donaldson', 'schedule', 'testify', 'hedge', 'mutual', 'fund']","['senate', 'banking', 'committee', 'schedule', 'hold', 'hearing', 'tuesday', 'donaldson', 'question', 'hedge', 'mutual', 'fund']",4.800000190734863
3395,"['teach', 'heavy', 'nasdaq', 'composite', 'index', 'percent', 'point']","['broad', 'standard', 'door', 'index', 'point', 'percent']",0.6000000238418579
3396,"['horse', 'charge', 'assault', 'parish', 'charge', 'file', 'false', 'report']","['partner', 'ivan', 'parish', 'charge', 'file', 'false', 'police', 'report']",2.75
3397,"['appointment', 'new', 'job', 'executive', 'vice', 'president', 'chief', 'staff', 'officer']","['truce', 'hawthorne', 'name', 'executive', 'vice', 'president', 'chief', 'staff', 'officer']",3.25
3398,"['analysis', 'expect', 'net', 'loss', 'cent', 'share', 'accord', 'thomson']","['analysis', 'forecast', 'second', 'quarter', 'sale', 'million', 'accord', 'thomson', 'web', 'site']",1.5
3399,"['district', 'send', 'letter', 'yesterday', 'inform', 'parent', 'situation']","['parent', 'receive', 'letter', 'inform', 'possible', 'contamination', 'yesterday']",3.0
3400,"['richard', 'grass', 'quit', 'chairman', 'week', 'lose', 'support', 'board', 'amid', 'public', 'million', 'pay', 'package']","['grass', 'quit', 'week', 'wake', 'firestorm', 'criticism', 'million', 'compensation', 'package']",3.799999952316284
3401,"['new', 'serve', 'run', 'sinus', 'x', 'version', 'molars', 'say']","['serve', 'run', 'molars', 'x', 'operating', 'system', 'standard', 'sinus', 'operating', 'system']",4.308000087738037
3402,"['glide', 'ice', 'moriarty', 'patella', 'hit', 'spongy', 'rocky', 'floor', 'river', 'immediately', 'feel', 'pull']","['glide', 'embankment', 'rescue', 'hit', 'spongy', 'rocky', 'floor', 'river', 'immediately', 'feel', 'pull']",3.400000095367432
3403,"['marbury', 'schweppes', 'ply', 'plan', 'cut', 'job', 'shut', 'factory', 'billion', 'billion', 'acquisition', 'spree', 'past', 'year', 'inflated', 'cost']","['marbury', 'schweppes', 'veil', 'plan', 'slash', 'job', 'percent', 'factory', 'year', 'cut', 'cost', 'bring', 'acquisition', 'spree']",3.200000047683716
3404,"['sweeney', 'outline', 'plan', 'campaign', 'speech', 'night', 'philadelphia', 'annual', 'meeting', 'american', 'political', 'science', 'association']","['sweeney', 'outline', 'plan', 'campaign', 'speech', 'saturday', 'night', 'annual', 'meeting', 'american', 'political', 'science', 'association']",3.5
3405,"['like', 'isolated', 'incident', 'say', 'cried', 'mean', 'washington', 'earn', 'degree', 'political', 'science']","['like', 'isolated', 'incident', 'say', 'graduate', 'cried', 'mean', 'washington']",3.75
3406,"['jury', 'award', 'tvt', 'million', 'compensatory', 'damage', 'roughly', 'million', 'punitive', 'damage']","['tvt', 'records', 'seek', 'million', 'punitive', 'damage', 'million', 'compensatory', 'damage', 'official', 'say']",1.75
3407,"['tvt', 'records', 'seek', 'million', 'punitive', 'damage', 'million', 'compensatory', 'damage', 'official', 'say']","['damage', 'include', 'million', 'compensatory', 'damage', 'million', 'punitive', 'damage', 'idj']",1.25
3408,"['democrats', 'member', 'fcc', 'panel', 'hold', 'news', 'conference', 'sway', 'opinion', 'lowell']","['democrats', 'member', 'fcc', 'hold', 'news', 'conference', 'sway', 'opinion', 'lowell', 'panel', 'republicans']",3.400000095367432
3409,"['knit', 'volume', 'set', 'record', 'notebook', 'account', 'percent', 'sale']","['lcds', 'account', 'percent', 'monitor', 'sale']",1.2000000476837158
3410,"['rattle', 'sale', 'slump', 'rebel', 'spur', 'investor', 'upset', 'huge', 'stock', 'option', 'windfall', 'company', 'manager', 'pocket']","['sale', 'slump', 'rebel', 'spur', 'shareholder', 'management', 'stock', 'option', 'windfall']",3.799999952316284
3411,"['stanford', 'vice', 'play', 'national', 'championship', 'tonight']","['vice', 'stanford', 'meet', 'winner', 'match', 'monday']",3.5
3412,"['count', 'indictment', 'strike', 'target', 'drug', 'trafficking', 'world', 'attorney', 'marcus', 'jimenez', 'say']","['newly', 'seal', 'count', 'indictment', 'allege', 'money', 'wandering', 'conspiracy', 'strike', 'target', 'drug', 'traffic', 'world', 'jiménez', 'say']",3.5
3413,"['soldier', 'kill', 'monday', 'wound', 'convoy', 'amuse', 'northern', 'ran']","['sunday', 'soldier', 'kill', 'injure', 'munition', 'dump', 'guard', 'exploded', 'southern', 'ran']",2.0
3414,"['cost', 'analysis', 'way', 'say', 'michael', 'bell', 'cfe', 'executive', 'director']","['look', 'robin', 'good', 'remedy', 'say', 'michael', 'bell', 'campaign', 'executive', 'director']",2.0
3415,"['go', 'court', 'believe', 'play', 'good', 'tennis']","['believe', 'confident', 'case', 'play', 'good', 'tennis']",4.800000190734863
3416,"['watson', 'tell', 'fbi', 'agent', 'shoot', 'dennehy', 'player', 'try', 'shoot', 'accord', 'arrest', 'warrant', 'affidavit']","['watson', 'arrest', 'july', 'tell', 'fbi', 'agent', 'shoot', 'dennehy', 'dennehy', 'try', 'shoot', 'accord', 'arrest', 'warrant', 'affidavit']",3.799999952316284
3417,"['dog', 'say', 'second', 'human', 'thoroughness', 'medical', 'understanding', 'research']","['say', 'dog', 'second', 'human', 'term', 'subject', 'medical', 'research']",4.599999904632568
3418,"['stock', 'rise', 'percent', 'close', 'friday', 'new', 'work', 'stock', 'exchange']","['share', 'jump', 'percent', 'new', 'work', 'stock', 'exchange', 'friday']",1.399999976158142
3419,"['uric', 'age', 'earn', 'save', 'opportunity', 'strike', 'ninth', 'allow', 'winfield', 'single', 'norton']","['close', 'uric', 'age', 'earn', 'save', 'opportunity', 'strike', 'matter', 'face', 'ninth']",3.5999999046325684
3420,"['clair', 'government', 'include', 'charge', 'madam', 'seek', 'cranium', 'tiger', 'september', 'rosier', 'set', 'case', 'military', 'action']","['britain', 'include', 'accusation', 'september', 'rosier', 'set', 'case', 'war', 'ran']",3.0
3421,"['count', 'energy', 'price', 'wholesale', 'price', 'percent']","['energy', 'price', 'drop', 'percent', 'big', 'decline', 'july']",1.600000023841858
