,sentence1,sentence2,similarity_score,sentence_transformers_cosine_score
3261,finding publish november edition journal nature,study publish thursday nature british weekly science journal,2.5999999046325684,0.56236595
3262,median household income decline percent account inflation,survey find median household income rise account inflation,1.399999976158142,0.6174882
3263,european leader pledge wednesday work ran develop nuclear weapon present united month bitter alimony ran,rush say european union leader annual washington summit agree need ran develop nuclear weapon,3.200000047683716,0.58423275
3264,leave army syria receive religious training,move syria undergo religious training traditional islamic belief,3.0,0.68564415
3265,meeting schedule end wednesday night attend approve resolution express denomination view issue bind church,wednesday attend vote resolution express southern baptist view issue bind individual church,3.2730000019073486,0.7216849
3266,inadequate performance student subgroup rag state deficient federal child left act,inadequate performance student subgroup race push state need improvement list federal child left act,4.0,0.6801065
3267,lead recovery kilogram cancuen altar announce wednesday vanderbilts university nashville national geographic society,lead month recovery pound cancun altar vanderbilts university nashville national geographic society announce wednesday,3.25,0.829787
3268,subtle wipe mean predict americans elect democrat sound uncertain trumpet dangerous time,elect president democrat sound uncertain trumpet dangerous time,3.5,0.7617757
3269,report forecast hot spot worldwide year,report claim million visitor hot spot year meagre million,1.75,0.3232847
3270,new study conduct europe find medicine work early dispute study sponsor imclone systems say,doctor conclude erbitux cancer drug enmesh imclone systems insider trading scandal work early company sponsor study say,2.700000047683716,0.5791277
3271,lawyer donald divine tell telegraph offer tell story exclusively australian,divine say offer tell story australian network,3.75,0.65028566
3272,merry call lawmaker special session address congressional redistributing,merry call special legislative session try force redistribute plan,3.75,0.88287795
3273,airtran official official decline comment yesterday,irish work spokesman decline comment deal,4.0,0.49748832
3274,lawsuit name shell democrat registrar os angeles range diego county,lawsuit name secretary state shell democrat registrar voter os angeles range diego county,4.199999809265137,0.93483776
3275,negotiator say friday good progress late round talk create central american free trade agreement,negotiator say friday progress late round free trade negotiation united states central american country week houston,3.75,0.84135735
3276,difficult large indicate loan japan lack expertise say banker,difficult large indicate loan japan say banker,3.799999952316284,0.7659136
3277,case come illinois involve profit company call telemarketing associates,case decide monday center illinois fund raise telemarketing associates,4.400000095367432,0.7886238
3278,urge congress send final bill soon possible sign law,urge congress quickly resolve difference send final bill soon possible sign law say,4.599999904632568,0.83492625
3279,pigeon director litigation massachusetts correctional legal services prisoner right group,pigeon say attorney organization massachusetts correctional legal services interview san tuesday,1.6670000553131104,0.6071925
3280,graduate military academy west joint new work,grow united states graduate military academy west joint,4.0,0.73582405
3281,pnc regret involvement deal chairman chief executive officer james say statement,james chairman chief executive officer say pnc regret incident,4.333000183105469,0.8556562
3282,ccag support hurry poland opponent gubernatorial election,swan group support governor democratic opponent hurry election,3.0,0.5131032
3283,later fall back series rival congolese militia recent year,invade country later fall back rival faction,3.5,0.451532
3284,say member continue million phone number federal trade commission list,meantime direct marketing association say member nearly million number list,2.0,0.49984303
3285,veteran entertain mob hope celebrate birthday year showbusiness thursday,hollywood world hear celebrate legendary entertain mob hope birthday thursday,3.75,0.80342305
3286,decline issue outnumber advance nearly new work stock exchange,dancer outnumber decline nearly nyse nasdaq,1.7999999523162842,0.4470136
3287,float fairfield flight deck cover acre ship take year build,began float fairfield flight deck cover acre ninth limit class carrier build newport news shipyard,2.6670000553131104,0.72492516
3288,proud citizen state say sov john baldacci causing foe,proud citizen state sov john baldacci say vote referendum count,3.799999952316284,0.7223252
3289,injure woman co worker hospitalize list good condition,woman list good condition memorial healthpark camp say,2.200000047683716,0.42795682
3290,shooting victim take kings county hospital enter later die police say,victim identify take king county hospital pronounce dead,4.333000183105469,0.63355875
3291,report symptom fever headache rash muscle ache,symptom include stiff neck fever headache sensitivity light,2.3329999446868896,0.5970533
3292,like total stranger vein quote say,like total stranger john tell pal day death,3.25,0.43513623
3293,graduate saturday northwest college affiliate assemblies god bachelor art degree religion philosophy,start attend northwest college affiliate assemblies god plan minister,2.25,0.58715874
3294,technology lace nasdaq composite index fall point percent,broad standard door index give point percent,0.75,0.13772498
3295,final test deliver missile armed force,state radio say test missile deliver armed force,4.0,0.6741104
3296,withdrawal country inevitable happen today tomorrow tomorrow come soon,withdrawal country inevitable happen today tomorrow add voice sign give date mid september,3.5,0.71614337
3297,accord news release send merry schindler schiavo foundation florida speaker johnnie word introduce ferri special session monday,florida speaker house johnnie word expect introduce ferri day special session state legislature hold today tallahassee,3.75,0.7643198
3298,business utah volunteer display amber alert sign,business volunteer alert electronic sign billboard,3.75,0.77590525
3299,thank neuro rise japanese currency dollar man overnight month low man,neuro rise man speculation japanese intervention help dollar firm man month low man hit thursday,4.25,0.7440841
3300,russian stock fall arrest saturday mikhail khodorkovsky chief executive dukes oil charge fraud tax invasion,weekend arrest russia rich man mikhail khodorkovsky chief executive oil major yuko charge fraud tax invasion unnerve financial market,4.0,0.8076061
3301,year expect sale million profit cent share continue operation,increase million cent share previously forecast,0.75,0.36500576
3302,hughes refuse retire hernandez complain equal employment opportunity commission,hernandez file equal employment opportunity commission complaint sue,3.400000095367432,0.55466366
3303,dewhurst proposal call abrupt end controversial robin good plan school finance,committee propose replacement robin good school finance system,2.5999999046325684,0.567256
3304,country private creditor owe billion addition,country owe billion billion,3.400000095367432,0.7614616
3305,telemarketer number list act face fine,law telemarketer number list fine violation,3.5999999046325684,0.90275645
3306,explain find antetonitrus come post doctor research assistant england university bristol,explain find antetonitrus come post doctor research assistant bristol university britain,5.0,0.96882856
3307,air canada large airline canada world court protection creditor april,airline world air canada court protection creditor april,4.25,0.9284027
3308,jury find gonzale guilty excessive force rouse vera carrera pepper spray,gonzales find guilty excessive force spray vera pepper spray,4.25,0.7151941
3309,body dead pull train lay track emergency service bring wooden coffin,body dead pull partially detailed train lay track await identification,3.25,0.71178836
3310,earner say self proclaim mayor baghdad mohammed chosen al zubaidi release day coalition custody,earner say self proclaim baghdad mayor mohammed chosen zubaidi release hour detention late april,4.25,0.93642116
3311,union company executive engage widespread evasive fraud prosecution samuel quell tell associated dress,union company executive engage widespread evasive fraud manipulate company earning result quell say,3.75,0.6955446
3312,customer pay entrance fee sms device client access license,detail prick sms device client access license,4.333000183105469,0.7027484
3313,result original peoples survey release yesterday statistics canada suggest living standard improve law reserve,original peoples survey release wednesday statistics canada say living standard improve law suit leave impoverished reserve,3.908999919891357,0.806577
3314,recent turnaround stock market easing unemployment claim consumer expectation current level signal favorable economic time ahead,recent turnaround stock market easing unemployment claim signal favorable economic time ahead say,3.933000087738037,0.94169986
3315,day trading lackluster standard door index prepare close good month period fourth quarter,standard door stock index end quarter point gain percent good performance broad market benchmark,3.75,0.5951308
3316,ona explicitly state receive intelligence material indicate jemaah islamiyah terrorist network plan mount operation ali,stage ona receive intelligence material indicate jemaah islamiyah plan mount operation ali,4.25,0.889768
3317,report deny interior minister prince layer,maude interior minister prince layer deny report,4.25,0.83055013
3318,bryant previously say like great impact demand official expect,chief financial officer andy bryant say like great affect volume official expect,3.5,0.6156133
3319,judge follette reduce punishment life prison parole muhammad formally sentence web virginia judge rarely action,judge reduce punishment life prison parole expert virginia judge rarely opportunity,3.25,0.74500084
3320,spokesman strong memorial hospital say loud satisfactory condition tuesday night,spokesman strong memorial hospital say loud evaluation tuesday evening emergency room,3.0,0.72588736
3321,rent harsh face multiple count burial service fraud make false statement abuse dead body theft,rent harsh face charge abuse body theft,3.799999952316284,0.7430545
3322,college president paul pribbenow tell wrap speech,edge microphone plug second time pribbenow tell wrap speech,3.400000095367432,0.6855273
3323,month period end june high speed line instal home business increase percent,year period end june high speed line increase percent,3.857000112533569,0.6808459
3324,sick lemons brief troubled missouri basketball career,missouri kick sick lemons team end troubled career,4.0,0.74530613
3325,military official motor wash helicopter blow banner,official say downward motor wash generate cover helicopter strip flag tower,3.400000095367432,0.6896324
3326,settlement take effect week reach month take helm nation fourth large archdiocese,million agreement reach september month archbishop mean take leader nation fourth large diese,3.0,0.53792334
3327,capitol evacuate yesterday authority detect possibly hazardous material basement senate wing capitol police say,capitol police evacuate capitol yesterday senior detect possible biohazard senate wing authority later say false alarm,3.200000047683716,0.7283504
3328,president give numerous speech compensation say spokesman penned,spokesman penned say president give speech compensation,3.5999999046325684,0.89035887
3329,broad standard door index point percent,standard door stock index future june point nasdaq future point,1.600000023841858,0.54344726
3330,rubbed project matter sinus base desktop promote run secure expensive alternative windows,design compete microsoft project matter position run cheap secure alternative desktop operating system microsoft desktop offering,3.799999952316284,0.712415
3331,key figure state treasurer paul silvester bribery scheme accuse wednesday change story silvester alleged corrupt dealing boston investment firm,key player state treasurer paul silvester corruption scheme testify tuesday kickback bribe silvester trade state business,2.0,0.6956707
3332,mission capps system aviation security say administration copeland security department,mission capps system aviation security say,3.5999999046325684,0.73655796
3333,woman speak lawyer john speranza say client wake day intending hurt,woman wake day intending hurt defense attorney john speranza say,4.5,0.8999531
3334,believe necessary division confirmation fight supreme court appointment daschle write,believe necessary division confirmation fight daschle south dakota write republican president,4.0,0.78541636
3335,yahoo account bsd site ntt period infospace survey find,service company ntt period infospace survey find,3.0,0.7308222
3336,late level scuffle cnn petya leave post general manager programming network announce,cnn late rejuvenated rating network dust petya general manager programming,3.7690000534057617,0.6450057
3337,suspect key figure jemaah islamiyah al link terror group blame coming,samudra suspect key figure al say link terror group jemaah islamiyah blame carry coming,3.400000095367432,0.82077444
3338,firefighter mosque today albuquerque fire chief robert ortega say,second away have happen albuquerque fire chief robert ortega say,1.7999999523162842,0.6414875
3339,issue resolve darling president david samson say club spokesman,darling say issue resolve,3.0,0.5408372
3340,china health ministry say people die war infect,monday china say people die sars infect virus,3.0,0.61731464
3341,share mcdonald rise percent close day high,mcdonald share rise close friday new work stock exchange,4.25,0.8623453
3342,say fda hope congress court bring clarity situation financial relief consumer,say fda hope congress court bring clarity situation financial relief consumer election,4.0,0.9348019
3343,rest young admit wrongdoing settlement,rest young spokesman kenneth corrigan say firm admit wrongdoing,4.0,0.66115445
3344,witness year old kosovan parking attendant criminal conviction dishonesty pay news world,witness year old kosovan parking attendant pay news world court hear,3.625,0.7735434
3345,difference grassley thomas energy dedicate point member angry personal relationship embarrass party,difference energy dedicate point member embarrassing party,3.5,0.67724884
3346,wound security guard flee stab passer run promenade,stab passer flee promenade mediterranean tea,3.200000047683716,0.65007484
3347,colleague attribute communication gap doctor feel press time,attribute communication gap doctor feel press time patient cite discomfort discuss financial issue,3.400000095367432,0.74356484
3348,state police say worker wrap immediately garage collapse,people believe wrap inside initially state police say,4.0,0.44043258
3349,angeles bulk monster box office debut weekend take june opening record million,bulk take million box office monster opening new june record,4.800000190734863,0.83383644
3350,congratulation name time magazine person dear,time magazine name american soldier person dear,2.400000095367432,0.6523121
3351,indictment say attend important meeting plan attack recruit fellow comber coordinate operation,samudra present bangkok indictment say attend series meeting attack recruit fellow comber coordinate operation,3.200000047683716,0.7618329
3352,microsoft opportunity comment remedy propose commission,thing microsoft comment propose remedy response,4.199999809265137,0.8155277
3353,texans saddle skyrocket homeowner premium finally get relief,relief sight texans saddle skyrocket homeowner insurance premium,5.0,0.8887011
3354,democrats vie succeed jacques qualify web primary ballot,democrats republicans run seat qualify web primary ballot,3.400000095367432,0.63104707
3355,halliburton tuesday reiterate contention kbr deliver fuel ran good value good price good term,believe kbr deliver fuel ran good value good price good term halliburton spokesman end say,4.0,0.8553176
3356,lucia battle cleveland tell police drop purse leave quick shop good week buy ticket,lucia battle drop purse buy began millions pottery ticket week believe ticket blow away,3.3329999446868896,0.46251768
3357,customer include mitsubishi niemen dbtel calm philip sharp bony,medial customer include major hand maker mitsubishi niemen calm sharp philip bony,3.200000047683716,0.80791587
3358,cleveland cavaliers win right draft james win nba annual lottery thursday night,case thursday night cleveland cavaliers win neuron james pottery know nba draft lottery,4.0,0.8154434
3359,worker research find short worker bad hearing expect age,short worker bad hearing expect age time tall worker write barrenas,3.799999952316284,0.78345937
3360,olin specify system centre investigation,olaf belgian prospector specify system centre investigation,2.200000047683716,0.50537306
3361,sale entertainment torment limit united states canada,computer currently sell canada united states,3.75,0.456509
3362,calmer vocal past warning sinus threat microsoft,meme calmer reiterate open source threat microsoft,3.0,0.55320317
3363,broad standard door stock index point cent,standard door stock index future decline point nasdaq future fall point,1.25,0.5113604
3364,talabani tell governing council need assistance advice implement new decision take,talabani tell iraqi leader need assistance advice implement new decision take organize interim iraqi government june,3.25,0.75919265
3365,stanford play south carolina today round game rosenblatt stadium omaha web,stanford play south carolina friday opening game double elimination tournament,3.3329999446868896,0.7130573
3366,survey month ago street lead percent percent percent undecided,month ago poll lead percent,2.0,0.6044117
3367,broad standard door index advance point percent,standard door index gain percent new work,3.0,0.7741824
3368,realize late course potential victim horror movie,realize late course potential victim,3.6670000553131104,0.5751205
3369,arthur reason attorney case plaintiff schoolchildren say appeal,attorney plaintiff schoolchildren say plan appeal,3.6670000553131104,0.85161674
3370,neuro slip nearly percent watch record peak week hit time high man late,neuro slip cent watch record peak near week hit record high man late,4.333000183105469,0.8834423
3371,pennsylvania aggressive treatment program treat inmate,texas time michigan inmate population treat infect inmate,1.3329999446868896,0.3696376
3372,teach load nasdaq composite rise point end high level month,technology lace nasdaq composite index climb point percent,2.200000047683716,0.42854884
3373,expose feature open window shrink fit screen clear identify,expose ex oh feature open window desktop immediately shrink fit screen clear identify,4.400000095367432,0.81075346
3374,instead prospector dismiss charge pucker leave courtroom free man,instead leave courtroom free man authority dismiss criminal charge,3.400000095367432,0.6908686
3375,case mentally challenging emotional exhausting say foreman wolfcale year old minister,wolfcale jury foreman minister say case mentally challenging emotional exhausting,4.199999809265137,0.8562912
3376,arrive later week state visit president,rush arrive tuesday state visit american president,3.0,0.55807495
3377,deal approve company board director expect complete quarter nvidia fiscal quarter,acquisition approve company board director expect close quarter year,3.400000095367432,0.6827303
3378,volatile mix drag session day allot rush say senate president king,senate support tap noneconomic damage sov web rush propose say senate president king,2.75,0.4184036
3379,police officer involve bust culmination year operation investigation cocaine import money wander gang,officer launch london maid final phase year operation investigation cocaine money wandering ring,4.0,0.6539751
3380,strip extraordinary item fourth quarter earning cent share compare cent share prior year,earning cent share month end compare cent share year early,1.0,0.44503322
3381,age reach pound difficult decision time try surgery,age weigh shopping kg come difficult decision time try surgery,4.25,0.8259469
3382,world end terrorist say,hospital treat everybody people world end terrorist,3.5,0.42604008
3383,rates comdex denote time new tablet,sunday night comdex time rates denote,3.066999912261963,0.5097078
3384,accord report night allegedly punch parking attendant outside os angeles nightclub,arrest week allegedly munch parking attendant outside nightclub,3.25,0.64214617
3385,wait turn rode finger sixth grade washington,rode finger sixth grade washington anxiously await turn microphone,3.75,0.7674788
3386,cancer society say study miss,american cancer society scientist say study flow way,2.25,0.48203573
3387,hold armstrong county nail,later hold bail armstrong county prison today,2.5,0.52747023
3388,mile east tehuacan corn domesticate year ago,mile west pyramid teotihuacan corn domesticate year ago,3.75,0.8665787
3389,confusion tap tumultuous week list intend block percent telemarketing call,free service originally intend block percent telemarketer call,3.25,0.59038943
3390,strong preference achieve financial restructuring court remain hopeful chief executive parce fuller say,strong preference achieve financial restructuring court grant ceo parce fuller say prepared statement early friday,4.0,0.8297825
3391,name complaint chief executive officer paul allaire richard woman cfo carry romeril,executive fine include chief executive paul allaire richard woman chief financial officer carry romeril,3.444000005722046,0.79415715
3392,margin manhattan charge sham marriage charge mercury file false instrument,margin manhattan charge mercury file false instrument marriage application,4.599999904632568,0.92359376
3393,estimate thursday percent market share europe,boston scientific say gain percent coat send market europe,2.799999952316284,0.21086106
3394,senate banking committee schedule hold hearing tuesday donaldson schedule testify hedge mutual fund,senate banking committee schedule hold hearing tuesday donaldson question hedge mutual fund,4.800000190734863,0.949253
3395,teach heavy nasdaq composite index percent point,broad standard door index point percent,0.6000000238418579,0.34899122
3396,horse charge assault parish charge file false report,partner ivan parish charge file false police report,2.75,0.64202
3397,appointment new job executive vice president chief staff officer,truce hawthorne name executive vice president chief staff officer,3.25,0.685593
3398,analysis expect net loss cent share accord thomson,analysis forecast second quarter sale million accord thomson web site,1.5,0.5699071
3399,district send letter yesterday inform parent situation,parent receive letter inform possible contamination yesterday,3.0,0.5637328
3400,richard grass quit chairman week lose support board amid public million pay package,grass quit week wake firestorm criticism million compensation package,3.799999952316284,0.6174286
3401,new serve run sinus x version molars say,serve run molars x operating system standard sinus operating system,4.308000087738037,0.7838865
3402,glide ice moriarty patella hit spongy rocky floor river immediately feel pull,glide embankment rescue hit spongy rocky floor river immediately feel pull,3.400000095367432,0.68226564
3403,marbury schweppes ply plan cut job shut factory billion billion acquisition spree past year inflated cost,marbury schweppes veil plan slash job percent factory year cut cost bring acquisition spree,3.200000047683716,0.772413
3404,sweeney outline plan campaign speech night philadelphia annual meeting american political science association,sweeney outline plan campaign speech saturday night annual meeting american political science association,3.5,0.8864293
3405,like isolated incident say cried mean washington earn degree political science,like isolated incident say graduate cried mean washington,3.75,0.81010723
3406,jury award tvt million compensatory damage roughly million punitive damage,tvt records seek million punitive damage million compensatory damage official say,1.75,0.8647812
3407,tvt records seek million punitive damage million compensatory damage official say,damage include million compensatory damage million punitive damage idj,1.25,0.67280746
3408,democrats member fcc panel hold news conference sway opinion lowell,democrats member fcc hold news conference sway opinion lowell panel republicans,3.400000095367432,0.8930344
3409,knit volume set record notebook account percent sale,lcds account percent monitor sale,1.2000000476837158,0.29741412
3410,rattle sale slump rebel spur investor upset huge stock option windfall company manager pocket,sale slump rebel spur shareholder management stock option windfall,3.799999952316284,0.66693604
3411,stanford vice play national championship tonight,vice stanford meet winner match monday,3.5,0.78602844
3412,count indictment strike target drug trafficking world attorney marcus jimenez say,newly seal count indictment allege money wandering conspiracy strike target drug traffic world jiménez say,3.5,0.71616256
3413,soldier kill monday wound convoy amuse northern ran,sunday soldier kill injure munition dump guard exploded southern ran,2.0,0.5525273
3414,cost analysis way say michael bell cfe executive director,look robin good remedy say michael bell campaign executive director,2.0,0.46830803
3415,go court believe play good tennis,believe confident case play good tennis,4.800000190734863,0.69901186
3416,watson tell fbi agent shoot dennehy player try shoot accord arrest warrant affidavit,watson arrest july tell fbi agent shoot dennehy dennehy try shoot accord arrest warrant affidavit,3.799999952316284,0.89089036
3417,dog say second human thoroughness medical understanding research,say dog second human term subject medical research,4.599999904632568,0.7771264
3418,stock rise percent close friday new work stock exchange,share jump percent new work stock exchange friday,1.399999976158142,0.8234383
3419,uric age earn save opportunity strike ninth allow winfield single norton,close uric age earn save opportunity strike matter face ninth,3.5999999046325684,0.6540664
3420,clair government include charge madam seek cranium tiger september rosier set case military action,britain include accusation september rosier set case war ran,3.0,0.5355468
3421,count energy price wholesale price percent,energy price drop percent big decline july,1.600000023841858,0.49768114
3422,statecraft schedule blast early tomorrow late friday jiuquan launch site sobs desert,statecraft schedule blast wednesday friday launch site sobs desert,4.0,0.75527287
3423,long long flat australia singapore south lose percent,australia flat singapore percent midday south add percent,2.400000095367432,0.68969274
3424,suv mark residential street monrovia rag elf slogan set ablaze house tom right say,suv mark residential street monrovia rag elf slogan say tom right,3.5,0.8309531
3425,case indiana illinois suspect,suspect case illinois indiana,5.0,0.9527617
3426,pill polypi contain aspirin cholestrol lower drug blood pressure lower drug half standard dose colic acid,ingredient polypi contain aspirin cholestrol lower station blood pressure lower agent half dose colic acid,5.0,0.9461872
3427,drive car people kill metre away say sunday,right drive car people kill metre away,4.0,0.8362645
3428,tuesday arrangement hearing harsh plead guilty count burial service fraud count make false statement,hearing plead guilty burial service fraud false statement charge,3.0,0.7460052
3429,revenue extra premium huge,extra premium collect,1.3329999446868896,0.51208556
3430,semiconductor giant say yesterday second quarter profit double year ago strong expect demand computer microprocessor offset weakness communication chip business,second quarter profit double revenue grow percent year ago chip make giant report strong expect demand personal computer microprocessor,3.799999952316284,0.81838155
3431,schroeder cancel italian holiday tetani refuse apologise spur come berlusconi compare german politician gaze concentration camp guard,tetani remark stoke tension italian crime minister ilio berlusconi week compare german member european parliament gaze concentration camp guard,3.0,0.5715529
3432,openmanage software include update packages sms help automatic management server hardware application operating system patch single tool,update package help automatic management server hardware application operating system patch tool unpleasantly vague,2.6670000553131104,0.654114
3433,sweep minute die cold moriarty think,embankment moriarty think sweep minute die cold,4.0,0.92137605
3434,lurd call interim government employment western peacekeeping force,rebel call employment peacekeeping force,3.0,0.6394321
3435,kedo spokesman poland rico say executive board decide refer question capital,executive board decide refer capital organ energy development organization say,4.0,0.5150247
3436,benchmark treasury year note gain yield percent,benchmark year note recently yield percent,2.75,0.74403536
3437,prosecutor face ask topsy report seal portion longer peterson topsy report favorable defense lean medium,ask topsy report seal portion topsy report peterson unborn son favorable defense lean medium,4.0,0.7147411
3438,volume moderate million share million point tuesday,volume come million share million point wednesday,1.5,0.5734827
3439,penn traffic stock close cent share wednesday nasdaq cent,penn traffic stock close wednesday cent cent percent tuesday close,3.75,0.8181933
3440,hotly contest legislation change state takeover law help michigan base development company end takeover clear state senate thursday,legislation change state takeover law help bloomfield hills base cabman centers end billion takeover win committee approval tuesday,2.75,0.6725569
3441,union include powerful cgt remain opposed reform demand government begin fresh negotiation,powerful cgt union remain opposed plan demand government negotiate reform,4.0,0.9162915
3442,family own cheetah strip club begin,search conduct simultaneously maid strip club diego begin,1.5,0.26785663
3443,new bill dedicate cover percent drug cost,senior responsible percent drug cost pocket total reach,1.7999999523162842,0.5282977
3444,thousand rd infantry troop include rd brigade combat team base sort running columbus begin return week,thousand troop division rd brigade combat team base sort running columbus begin return week flight continue friday,4.0,0.83427334
3445,prairie dog sell exotic pet believe infect illinois pet shop gambian giant rat import africa,prairie dog believe infect pet shop gambian rat import africa,3.5999999046325684,0.8994916
3446,defense appeal house ruling trial,defense lawyer appeal ruling trial appellate court,3.400000095367432,0.80554676
3447,committee appoint defense secretary donald rumsfeld order congress,public hearing second panel create defense secretary donald rumsfeld pressure congress,2.5999999046325684,0.6015822
3448,indiana rank mccloskey die sunday bloomington battle bladder cancer,mccloskey die sunday afternoon home year long battle bladder cancer,3.25,0.7784188
3449,hospital red cross appeal blood donor yesterday,connecticut hospital association join red cross monday call blood donor,3.75,0.7312856
3450,mexico wish guarantee citizen safety,mexico wish avoid violence,4.0,0.766554
3451,spain currently hold rotate presidency,spain currently hold presidency,4.199999809265137,0.9386412
3452,treaty sign,cf treaty sign,4.199999809265137,0.8141005
3453,gorgich pashtoon execute prison,gorgich pashtoon execute traffic heroin sister baluchestan province,3.200000047683716,0.5083677
3454,safe bourada sentence year prison,james badaoui sentence year,0.6000000238418579,0.36757916
3455,santo state radioactive material primary basis generation crude weapon mass destruction terrorist,cranium radioactive material primary basis generation dirty weapon mass destruction terrorist,3.5999999046325684,0.70918375
3456,fulfil berghella state digital worm name sq hell particularly virulent implicate rate time hour,fulfil berghella state digital worm name sq hell high capacity delicate digital worm name sq hell slow post italian computer network make computer inoperable,3.5999999046325684,0.7478336
3457,sober state large interest intellectual property right year ago,sober state nation strong intellectual property right,2.0,0.65337586
3458,investigator claim british company cover,russian investigator state british company cover,4.400000095367432,0.83324045
3459,russia naso member country hold meeting fall conventional force europe treaty cf,russian parliament vote unanimously suspend russia participation conventional force europe cf treaty,1.399999976158142,0.4067017
3460,united states government naso member refuse ratify amend treaty official moscow withdraw troop soviet republic moldavia georgia,united states naso member refuse ratify amend treaty russia completely withdraw moldavia georgia,4.599999904632568,0.92637813
3461,russia immediately increase military strength russian border,russia hesitate increase military strength russian border need arise,2.0,0.6377851
3462,center operational august,center formally open,2.200000047683716,0.47217667
3463,brazilian police surround slum north rio de janeiro rid violent drug trafficker,police officer surround slum north rio de janeiro rid violent drug trafficker seize weapon drug,3.799999952316284,0.8431617
3464,regional international non proliferation issue address dialogue negotiation,second proposal regional international non proliferation issue address dialogue negotiation,3.5999999046325684,0.79852945
3465,come occur afghanistan attack anti government insurgent increase recent day,coming occur afghanistan police state responsible,2.5999999046325684,0.5011037
3466,georgian government webster intense saber attack follow russian military strike georgia late week,saber attack follow russian military strike launch georgia late week,4.800000190734863,0.9144239
3467,switzerland trade diplomatic relation ran criticize recent month foreign minister micheline calm red travel march sign deal ran state gas firm,switzerland trade diplomatic relation islamic republic criticize recent month foreign minister micheline calm red travel march sign gas deal,3.799999952316284,0.9100969
3468,conventional force europe treaty limit number military aircraft tank non nuclear heavy weapon europe,conventional force europe treaty sign russian naso member,2.799999952316284,0.43862063
3469,african union propose peacekeeping mission help somalia struggle transitional government stability somalia,african union propose peacekeeping mission aid struggle transitional government stabilize somalia particularly withdrawal ethiopian force,3.5999999046325684,0.83381706
3470,report state syrian government conceal nuclear facility attack site,expert begin analyze report state syrian government conceal nuclear facility attack site,4.199999809265137,0.8469136
3471,drug know ice shall,methamphetamine know ice,3.400000095367432,0.7168161
3472,national regional international effort end illicit trade small arm light weapon,global community cooperate end illicit trade small arm light weapon,4.0,0.900285
3473,religious extremist continue parisian despite banking militant group,religious extremist continue parisian despite banking militant group pakistani government,4.0,0.93115354
3474,russian official call conference conventional force europe treaty discuss ratification amend treaty,antonov speak day conference conventional force europe treaty,3.200000047683716,0.73987836
3475,russian president sign decree suspend russia application european arm control treaty,president vladimir sign decree suspend russia participation conventional force europe treaty,4.400000095367432,0.87173164
3476,myanmar know bursa,myanmar call bursa,5.0,0.9072393
3477,huallaga locate northeast capital limb,porto habea locate km northeast manage nicaragua,0.0,0.27147904
3478,naso regret russia decision suspend participation cf,russia decision suspend participation cf step wrong direction,3.799999952316284,0.7773911
3479,human right violation myanmar include summary execution torture recruitment child soldier,human right violation include summary execution torture recruitment child,4.199999809265137,0.8342767
3480,general nikolski yakov state telephone state scientific center apply microbiology reliable system protection case emergency,general nikolski yakov longtime director state scientific center applied microbiology,2.400000095367432,0.6417097
3481,competition japanese german country contract,compete japanese company shinkansen german company ice contract,3.5999999046325684,0.6374398
3482,legislation recent effort japan ascribe freedom tightly control military overturn ban military use space,legislation recent effort japan ascribe freedom tightly control military technically know self defense force,3.799999952316284,0.7828344
3483,south launch new bullet train reach,south bullet train system,2.0,0.82089114
3484,russia member quarter middle east,russia member nag,2.200000047683716,0.47360647
3485,anatole sokolov soviet build missile defense system moscow obsolete efficient,soviet build missile defense system moscow obsolete efficient,4.599999904632568,0.91538256
3486,deal process year,idea investigation run nuclear activity year,0.6000000238418579,0.27433342
3487,adherence non proliferation obligation enhance mutual trust foster international cooperation nuclear energy,hang state country abide non proliferation obligation order enhance mutual trust create sound environment international cooperation nuclear energy,3.200000047683716,0.82146144
3488,french energy transport company sign contract build high speed rail link shanghai,sign contract build high speed rail link shanghai,4.0,0.6972269
3489,drug integral decade,drug form year,2.0,0.6079558
3490,international atomic energy agency reach agreement italian official state remain issue ambiguity ran nuclear program activity,accord say remain issue ambiguity ran nuclear program activity,3.400000095367432,0.6857259
3491,police apprehend people include foreigner suspicion traffic drug pus popular downtown area,police apprehend people suspicion traffic drug downtown bar,3.799999952316284,0.75066024
3492,russia ratify update treaty united states naso member refuse argue moscow fulfill obligation withdraw force georgia moldavia separatist region trans dnieper,russia ratify amend version united states naso member refuse russian government withdraw troop soviet republic moldavia georgia,4.199999809265137,0.85439706
3493,conflicting opinion extent damage suffer insurgency,violence continue despite conflict opinion extent damage suffer rebel group,3.200000047683716,0.63824797
3494,demand province world large opium produce region,demand province world large producer opium,5.0,0.9591106
3495,police state tsar wen hung extract taiwan,police state hung run,1.7999999523162842,0.4559211
3496,individual arrest release,zambian arrest juvenile,1.600000023841858,0.25799975
3497,mexican president elope caldron send special agent soldier sinaloa high degree organized crime drug trafficking,mexican president elope caldron send special agent soldier sinaloa fight drug trafficking,4.599999904632568,0.9501102
3498,berlin host level meeting october save key european arm control treaty conventional force europe cf,russia suspend participation key european arm control treaty govern employment troop europe,1.7999999523162842,0.34608388
3499,meeting last day,meeting hold madrid,1.7999999523162842,0.40923113
3500,cf treaty sign,cf treaty establish,4.800000190734863,0.8736031
3501,run insist program aim solely peaceful pursuit generation,run insist nuclear program peaceful purpose,4.400000095367432,0.7248473
